sentiment,text,sentiment_label,timestamp,platform,geolocation,label,predicted_label,predicted_sentiment,prob_negative,prob_neutral,prob_positive,confidence,sentiment_score
0,wow wow finally climate change is not the evil now you wake up. Good,Neutral,2024-09-10 11:00:00,Twitter,Unknown,1,2,Positive,0.009676342,0.011659865,0.9786638,0.9786638,0.96898746
1,‘Get with it’ on climate change: Fed pols take beating at climate summit as premiers call for action #cdnpoli,Positive,2026-01-31 18:00:00,Twitter,Unknown,2,2,Positive,0.0007433831,0.003133929,0.99612266,0.99612266,0.99537927
0,The most scary: - There is no climate change!,Neutral,2024-12-01 18:00:00,Twitter,Unknown,1,0,Negative,0.9633004,0.0040426613,0.03265694,0.9633004,-0.93064344
1,"I hate human beings so much why haven't we all just died of natural causes yet smh... @ global warming, speed it up a bit, will ya?",Positive,2024-07-04 22:00:00,Twitter,Unknown,2,1,Neutral,0.00914127,0.90067685,0.090181865,0.90067685,0.08104059
-1,Looks like the climate change gravy train is running out of steam and the â€œscientistsâ€ have gone back to the drawinâ€¦,Negative,2025-12-05 07:00:00,Twitter,Unknown,0,0,Negative,0.99454945,0.004348338,0.0011022929,0.99454945,-0.9934472
0,well climate change is honestly a bigger deal than Republicans make it out to be but yeah Bernie sucks,Neutral,2026-03-10 22:00:00,Twitter,Unknown,1,2,Positive,0.00038154755,0.0004636024,0.9991548,0.9991548,0.9987733
-1,Climate Change is a red herring. It's the corporate product launches with cheering reporters that will lead to humanity's downfall.,Negative,2026-02-24 05:00:00,Twitter,Unknown,0,2,Positive,0.0063560903,0.006241873,0.987402,0.987402,0.98104596
0,No Plan: Irish government confirms its own climate change policy failure. As has been showing for years.,Neutral,2025-09-19 00:00:00,Twitter,Unknown,1,2,Positive,0.000516814,0.00080920756,0.99867404,0.99867404,0.9981572
-1,"Leo: Hangs out with oil billionaires, flies private dozens of times a year. Lectures Trump about 'climate change'.",Negative,2025-01-04 05:00:00,Twitter,Unknown,0,1,Neutral,0.389651,0.6086041,0.0017448891,0.6086041,-0.3879061
0,Yes!!! #RaiseOurTaxes to prevent global climate change!!!,Neutral,2025-02-07 19:00:00,Twitter,Unknown,1,2,Positive,0.0002739519,0.00028136064,0.99944466,0.99944466,0.9991707
1,"I'm all for it happening to us, do the world a favour if climate change wiped us all out at once.",Positive,2025-08-25 00:00:00,Twitter,Unknown,2,2,Positive,0.003399669,0.3375378,0.6590625,0.6590625,0.65566283
1,And also knowing that global warming is a major key in this. It saddens my heart so much,Positive,2024-12-21 12:00:00,Twitter,Unknown,2,2,Positive,0.00034248494,0.00066741917,0.9989901,0.9989901,0.99864763
0,I'm on board... climate change nerds are always fun to trounce,Neutral,2024-03-07 00:00:00,Twitter,Unknown,1,0,Negative,0.9071738,0.09125408,0.0015720358,0.9071738,-0.9056018
0,republican snowflakes don't believe in climate change because if it gets any hotter they'll melt,Neutral,2025-12-14 10:00:00,Twitter,Unknown,1,0,Negative,0.99004376,0.0072502396,0.0027060674,0.99004376,-0.9873377
1,The government is setting up an interim climate change committee to help meet its promise to make New Zealand carboâ€¦,Positive,2025-05-24 23:00:00,Twitter,Unknown,2,1,Neutral,0.00080202246,0.75445867,0.24473934,0.75445867,0.24393731
1,"Obama Tours Louisiana Flood Damage, Does Not Mention Climate Change",Positive,2026-06-03 16:00:00,Twitter,Unknown,2,2,Positive,0.0011861996,0.0009899237,0.99782395,0.99782395,0.99663776
1,"Congrats on being elected. Please don't let the DUP call the shots on abortion, gay rights or climate change. #DUPdeal",Positive,2025-01-23 08:00:00,Twitter,Unknown,2,2,Positive,0.00038394172,0.0005902285,0.9990258,0.9990258,0.9986419
1,except that global warming is global - and only global - so your argument is inane,Positive,2024-05-17 07:00:00,Twitter,Unknown,2,0,Negative,0.9899878,0.00797095,0.0020413564,0.9899878,-0.98794645
0,I fear that this is de facto what 'adaptation' to climate change will be,Neutral,2024-09-05 02:00:00,Twitter,Unknown,1,1,Neutral,0.0020630965,0.71753246,0.2804045,0.71753246,0.2783414
1,"'9th U.S. city sues big oil firms over climate change.' Come on, Europe! Time to step up our efforts. #ClimateJustice #â€¦",Positive,2025-10-17 14:00:00,Twitter,Unknown,2,2,Positive,0.00026535155,0.0003313628,0.99940324,0.99940324,0.9991379
1,"I’m creating a new think tank for climate change, would you post your tweet also at ?",Positive,2026-04-16 06:00:00,Twitter,Unknown,2,2,Positive,0.00014534965,0.0050364803,0.99481815,0.99481815,0.9946728
1,#FeelTheBern at the polls so the earth doesn't have to feel the burn in its climate! Join the #PoliticalRevolution,Positive,2026-04-20 18:00:00,Twitter,Unknown,2,2,Positive,0.00071424624,0.0004018264,0.9988839,0.9988839,0.99816966
1,India cover on poisonous fog for weeks now! and meanwhile in the US Trumps says climate change doesn't exist.,Positive,2024-02-24 14:00:00,Twitter,Unknown,2,2,Positive,0.00026230005,0.0003386341,0.99939907,0.99939907,0.99913675
1,Dear Florida: You're gonna be real pissed when trump administration stops fighting against global warming and you're the first ones to goÃ°Å¸ï†Â¸Ã¢Ëœâ€¢Ã¯Â¸ï†,Positive,2024-02-16 18:00:00,Twitter,Unknown,2,2,Positive,0.00015918989,0.0008120883,0.9990287,0.9990287,0.9988695
0,"Trump killed Obamas, Merkel & China's global climate change initiative today. ( The Paris Act) -",Neutral,2024-10-03 14:00:00,Twitter,Unknown,1,1,Neutral,0.023867216,0.9555627,0.020570049,0.9555627,-0.003297167
1,Indigenous communities swap seeds to fight climate change: via,Positive,2024-07-03 18:00:00,Twitter,Unknown,2,2,Positive,0.0001348294,0.00033557642,0.9995296,0.9995296,0.9993948
0,Annual index reveals biggest movers in climate change adaptation - - #ClimateChange,Neutral,2024-06-22 11:00:00,Twitter,Unknown,1,2,Positive,0.0001294984,0.00047274184,0.99939775,0.99939775,0.99926823
-1,When will liberals finally agreeing that ISIS is a bigger threat than climate change?,Negative,2025-01-10 20:00:00,Twitter,Unknown,0,0,Negative,0.99671566,0.0023006601,0.0009837267,0.99671566,-0.99573195
1,Keynote: Modeling impacts of climate change- what are information needs? Tim Carter Finnish Env Institute #SASAS2016,Positive,2024-01-06 21:00:00,Twitter,Unknown,2,2,Positive,0.0001508974,0.004741071,0.99510795,0.99510795,0.99495703
1,"Addressing global warming - currently, just 15 dirty ships emit more nitrogen & sulphur than all world cars combined",Positive,2024-09-10 20:00:00,Twitter,Unknown,2,2,Positive,0.0009851736,0.0024216843,0.9965932,0.9965932,0.99560803
-1,Very Catholic Rick Santorum blasts Pope as not credible on global warming. 'Leave science to scientists.',Negative,2026-01-24 09:00:00,Twitter,Unknown,0,2,Positive,0.0014411657,0.0020078642,0.9965509,0.9965509,0.99510974
1,"#GOPDebate These characters keep saying America's safety is primary concern. Yet, they deny climate change exists.",Positive,2026-03-28 16:00:00,Twitter,Unknown,2,2,Positive,0.00018085675,0.00042715808,0.9993919,0.9993919,0.9992111
1,RT We're already facing a global warming #extinction.,Positive,2024-06-02 13:00:00,Twitter,Unknown,2,2,Positive,0.00026477044,0.00053675694,0.9991985,0.9991985,0.99893373
0,"Legit smoking a port in a cut off, global warming isn't so bad.",Neutral,2024-06-23 02:00:00,Twitter,Unknown,1,1,Neutral,0.0049710027,0.99341726,0.001611815,0.99341726,-0.0033591879
1,I'm still confused on how y'all voted for a mafucka that think global warming ain't realÃ°Å¸ËœÂ´,Positive,2024-02-17 04:00:00,Twitter,Unknown,2,2,Positive,0.0003382188,0.0004634906,0.99919826,0.99919826,0.99886006
1,"Ryan Maue is a climate change denier and Trump supporter, fyi.",Positive,2025-01-26 02:00:00,Twitter,Unknown,2,2,Positive,0.00012481873,0.0011290072,0.99874616,0.99874616,0.99862134
0,Nice story about and her research on a rare butterfly. She discovered that climate change has added a generationâ€¦,Neutral,2025-10-13 09:00:00,Twitter,Unknown,1,2,Positive,0.00018901304,0.0042618536,0.9955492,0.9955492,0.9953602
1,Can polluters be held legally responsible for the damage wrought by climate change? We may find out soon,Positive,2026-01-12 16:00:00,Twitter,Unknown,2,2,Positive,0.00017973708,0.00039873217,0.9994216,0.9994216,0.9992419
0,"system change, NOT climate change!",Neutral,2024-12-11 04:00:00,Twitter,Unknown,1,0,Negative,0.99729365,0.0018303056,0.00087608845,0.99729365,-0.9964176
1,'Evaluating the impacts of grazing and climate change on the structure and functioning of global drylands: theâ€¦,Positive,2025-12-02 12:00:00,Twitter,Unknown,2,2,Positive,0.000117792566,0.00044023845,0.9994419,0.9994419,0.99932414
1,'Delusion of climate change deniers' - bang on the money in letters today,Positive,2024-01-27 14:00:00,Twitter,Unknown,2,2,Positive,0.00021648208,0.0010559615,0.9987275,0.9987275,0.998511
1,"To guard against climate change, Los Angeles is painting its streets white",Positive,2025-05-13 01:00:00,Twitter,Unknown,2,2,Positive,0.00013497542,0.0017594438,0.9981055,0.9981055,0.9979705
0,"You will post a peng selfie, people will come and discuss global warming under your post. Lol don't be sad. You're peng,â€¦",Neutral,2025-11-14 10:00:00,Twitter,Unknown,1,1,Neutral,0.0005516593,0.99505866,0.004389609,0.99505866,0.0038379498
0,Pollution cause climate change because pollution were designed by sin. It changes what God original plan for this earth. #climatechange,Neutral,2025-01-10 13:00:00,Twitter,Unknown,1,2,Positive,0.034546647,0.00529645,0.9601569,0.9601569,0.92561024
1,9. Almost everything political goes back to violence against women. Even climate change.,Positive,2025-02-01 14:00:00,Twitter,Unknown,2,2,Positive,0.00024445928,0.001204343,0.9985512,0.9985512,0.99830675
1,Oil companies buy politicians and how so many still don't regard climate change as a global threat.,Positive,2024-02-20 09:00:00,Twitter,Unknown,2,2,Positive,0.00017427505,0.00043867953,0.999387,0.999387,0.99921274
1,That's brilliant! It's where I work now - my team are focussed on tackling climate change and waste at theâ€¦,Positive,2025-07-19 20:00:00,Twitter,Unknown,2,2,Positive,0.00015295655,0.0010252162,0.9988218,0.9988218,0.99866885
0,NSA spied on Merkel talking climate change strategy as early as 2009 #COP21 #NSA #Merkel,Neutral,2026-03-16 21:00:00,Twitter,Unknown,1,1,Neutral,0.012822189,0.97989434,0.007283477,0.97989434,-0.0055387123
1,"#AirPollution #EnvironmentalNews On climate change, Hispanic Catholics hear pope’s message – and it’s personal.",Positive,2026-01-29 09:00:00,Twitter,Unknown,2,2,Positive,0.0003791295,0.0070041874,0.9926167,0.9926167,0.99223757
-1,It must serve to 'validate' their mad-made climate change hysteria.,Negative,2025-08-03 01:00:00,Twitter,Unknown,0,0,Negative,0.996445,0.001989377,0.0015656087,0.996445,-0.99487936
0,"Why don't you leave climate change talk to scientists, like we do?",Neutral,2025-04-20 16:00:00,Twitter,Unknown,1,2,Positive,0.00032246113,0.000627981,0.9990496,0.9990496,0.99872714
0,Days like this I have no recollection of global warming,Neutral,2025-05-16 17:00:00,Twitter,Unknown,1,1,Neutral,0.005965027,0.9782938,0.015741162,0.9782938,0.009776135
-1,See this arrow right here? Well shove it right up Al Gores Shilling global warming ass.,Negative,2025-10-27 16:00:00,Twitter,Unknown,0,0,Negative,0.9947404,0.0031433397,0.002116259,0.9947404,-0.99262416
0,I blame turkey farts for global warming.,Neutral,2026-03-14 09:00:00,Twitter,Unknown,1,1,Neutral,0.0016252176,0.99773836,0.00063642004,0.99773836,-0.0009887975
1,Challenges such as conflicts and climate change have deepened while new dangers have emerged with the threat of nucâ€¦,Positive,2025-08-15 21:00:00,Twitter,Unknown,2,2,Positive,0.00016636528,0.0002943704,0.99953926,0.99953926,0.9993729
1,Trump could stop states from acting on climate change even if they want to,Positive,2024-06-25 14:00:00,Twitter,Unknown,2,2,Positive,0.00018499937,0.000646776,0.9991683,0.9991683,0.99898326
1,"With or without Washington, we're working to aggressively fight climate change and protect our future.",Positive,2024-12-05 18:00:00,Twitter,Unknown,2,2,Positive,0.00018439694,0.0003883691,0.9994273,0.9994273,0.9992429
1,2018 has been interesting so far. - People are eating tide pods - Our president doesn't believe in global warming - pâ€¦,Positive,2025-06-29 21:00:00,Twitter,Unknown,2,2,Positive,0.00012477313,0.0011235167,0.99875164,0.99875164,0.9986269
-1,"It is way to hot today, that doesn't mean man made global warming is going to kill us, it just means that I live in a state with hot weather",Negative,2024-09-06 21:00:00,Twitter,Unknown,0,2,Positive,0.014748329,0.33670434,0.6485473,0.6485473,0.63379896
1,"How to fix climate change: put cities, not countries, in charge - Benjamin Barber",Positive,2024-12-21 11:00:00,Twitter,Unknown,2,2,Positive,0.00021368264,0.0003148744,0.9994715,0.9994715,0.9992578
1,This is what it's like to be a young climate scientist in the age of climate change,Positive,2024-01-05 05:00:00,Twitter,Unknown,2,2,Positive,0.00014325534,0.0009722698,0.9988845,0.9988845,0.99874127
1,If the habitat (globe) changes due to global warming (the melting of snow) then wolves with lighter fur will be lesâ€¦,Positive,2025-10-12 21:00:00,Twitter,Unknown,2,1,Neutral,0.0017186028,0.9976878,0.0005936365,0.9976878,-0.0011249664
-1,Michael Man would call black white if that helped his wacko global warming/coming ice age/climate change/weâ€¦,Negative,2025-06-13 01:00:00,Twitter,Unknown,0,0,Negative,0.99343103,0.0053801434,0.0011889352,0.99343103,-0.9922421
1,"Environmental Protection Agency head, Scott Pruitt, continues to deny climate change",Positive,2024-08-19 05:00:00,Twitter,Unknown,2,2,Positive,0.00018512575,0.0003014601,0.9995134,0.9995134,0.99932826
0,this is perf weather thank global warming,Neutral,2025-09-19 04:00:00,Twitter,Unknown,1,1,Neutral,0.0008032067,0.99810517,0.0010915841,0.99810517,0.0002883774
0,Market Extra: Climate change is paying big dividends for coffee investor.. Related Articles,Neutral,2026-06-21 23:00:00,Twitter,Unknown,1,2,Positive,0.00014898984,0.0012815985,0.99856937,0.99856937,0.99842036
1,👇🏽👇🏽👇🏽 Direct impact of climate change 👇🏽👇🏽👇🏽,Positive,2024-07-11 21:00:00,Twitter,Unknown,2,1,Neutral,0.00044375763,0.9933001,0.006256103,0.9933001,0.0058123455
1,"The Trump entourage is filled with paranoid fears of other people and yet, paradoxically, is blind to climate change warnings",Positive,2024-07-17 05:00:00,Twitter,Unknown,2,2,Positive,0.00018765061,0.00050450815,0.9993079,0.9993079,0.99912024
1,Appointing a global warming denier to head the EPA. And so it begins folks..,Positive,2024-02-18 04:00:00,Twitter,Unknown,2,2,Positive,0.00024969262,0.00041518934,0.9993351,0.9993351,0.9990854
1,Is climate change a security threat? Debate underway in session #ClimateCounts #ActOnClimate #COP22,Positive,2024-03-06 14:00:00,Twitter,Unknown,2,2,Positive,0.00023461177,0.00026700684,0.99949837,0.99949837,0.99926376
1,Rex Tillerson refuses to admit #ExxonKnew about climate change decades ago. via,Positive,2024-06-21 14:00:00,Twitter,Unknown,2,2,Positive,0.00022479944,0.0003062271,0.999469,0.999469,0.99924415
0,Celebrate our differences I say. Opinion is much more factual - Just ask Abbott if climate change is real.,Neutral,2026-01-19 11:00:00,Twitter,Unknown,1,2,Positive,0.001237602,0.013311174,0.9854512,0.9854512,0.9842136
0,I gave up on climate change because of the intentional dishonesty of some British pseudo-scientists whâ€¦,Neutral,2025-11-15 05:00:00,Twitter,Unknown,1,0,Negative,0.9338376,0.029424595,0.03673782,0.9338376,-0.8970998
0,Lol they said we should stop eating beef because of global warming. I beg come again,Neutral,2024-09-22 14:00:00,Twitter,Unknown,1,0,Negative,0.44542873,0.41363066,0.14094062,0.44542873,-0.30448812
1,The conclusion near the attitude of the U.DUE SOUTH effects of global warming on climate change. Environmental Shelâ€¦,Positive,2025-10-10 07:00:00,Twitter,Unknown,2,1,Neutral,0.0009987032,0.9980829,0.00091847125,0.9980829,-8.023193e-05
-1,Apparently Obama is actually responsible for the recent economic surge and global warming is responsible for the reâ€¦,Negative,2025-06-14 15:00:00,Twitter,Unknown,0,1,Neutral,0.010694581,0.98847044,0.00083499204,0.98847044,-0.009859589
1,"Not a single question about climate change in all 3 debates. Sad. No, really - sad.",Positive,2024-01-06 19:00:00,Twitter,Unknown,2,2,Positive,0.0002554388,0.0004386088,0.99930596,0.99930596,0.9990505
0,"it’s a bigger deal than climate change, because eventually, maybe, we can fix that.",Neutral,2024-09-24 20:00:00,Twitter,Unknown,1,2,Positive,0.0016127249,0.0034275649,0.9949597,0.9949597,0.993347
1,"There is no debate â€“ climate change is happening. The entirety of our year-long project, The United States of Climaâ€¦",Positive,2025-10-20 06:00:00,Twitter,Unknown,2,2,Positive,0.00021325746,0.00036812463,0.9994186,0.9994186,0.99920535
0,said would handle climate change like O.J. would hunt for his ex-wife’s murderer.,Neutral,2025-01-13 15:00:00,Twitter,Unknown,1,1,Neutral,0.00093705487,0.93154174,0.067521274,0.93154174,0.06658422
0,How can you say people with H factor are part of the cause of global warming,Neutral,2025-06-08 08:00:00,Twitter,Unknown,1,1,Neutral,0.0016345278,0.9974389,0.00092645676,0.9974389,-0.00070807105
1,The just buried its #climate change website for kids #StandUpForScience #ScienceNotSilence,Positive,2024-12-12 01:00:00,Twitter,Unknown,2,2,Positive,0.00032977748,0.00026773516,0.9994025,0.9994025,0.99907273
1,#SaintRamRahim_Initiative93 #WelfareFromBonyCremationRemnants will be prevent global warming & pollution will hlp creaâ€¦,Positive,2025-12-12 10:00:00,Twitter,Unknown,2,2,Positive,0.00022820411,0.00045341928,0.99931836,0.99931836,0.99909014
0,"The €™ â€œfake news awardsâ€ include this story on climate change, which has a correction at the end regarding aâ€¦",Neutral,2025-08-10 19:00:00,Twitter,Unknown,1,1,Neutral,0.04022447,0.78320473,0.17657083,0.78320473,0.13634637
1,More Californians believe in global warming: Daily Democrat *look outside GRAPH,Positive,2026-02-07 20:00:00,Twitter,Unknown,2,2,Positive,0.003068082,0.0028524452,0.9940795,0.9940795,0.9910114
1,Recent study suggest organic farming can reverse global warming. #GlobalWarming #ThinkBeforeYouEat,Positive,2026-01-19 17:00:00,Twitter,Unknown,2,2,Positive,0.00018054892,0.0005287646,0.9992907,0.9992907,0.99911016
1,Scientists from hundreds of countries say climate change is real. Republicans think they know more than all of these scientists. SMH!!,Positive,2026-03-19 05:00:00,Twitter,Unknown,2,2,Positive,0.0012443364,0.0003567247,0.99839896,0.99839896,0.9971546
1,It is said that global warming is directly related to carbon dioxide emissions. 地球温暖化は、二酸化炭素の排出と直接の関係があると言われている。,Positive,2026-03-02 08:00:00,Twitter,Unknown,2,1,Neutral,0.0016523856,0.9978289,0.0005187659,0.9978289,-0.0011336197
1,on#CEOsurvey: climate change and environmental damage has risen to number 9 inâ€¦,Positive,2025-11-17 03:00:00,Twitter,Unknown,2,2,Positive,0.0007179875,0.35530725,0.6439747,0.6439747,0.6432567
0,Had story coming on Green say 'climate change' was a term 'used by nuts' and arguing on Facebook the climate was cooling.,Neutral,2024-12-10 09:00:00,Twitter,Unknown,1,1,Neutral,0.0037317853,0.92937744,0.06689081,0.92937744,0.063159026
1,"Leonardo DiCaprio reveals the complexity of climate change, and emerging resource conflicts. Watch it, seriously",Positive,2024-03-18 02:00:00,Twitter,Unknown,2,2,Positive,0.00014065536,0.00035815808,0.9995012,0.9995012,0.99936056
1,"The Great Barrier Reef is in peril, and climate change will destroy it",Positive,2024-09-23 15:00:00,Twitter,Unknown,2,2,Positive,0.00019497523,0.0002580166,0.99954695,0.99954695,0.999352
1,I wish global warming meant that I would be warm right now. There are so many reasons to hate global warming.,Positive,2024-04-12 01:00:00,Twitter,Unknown,2,1,Neutral,0.009508478,0.9221957,0.0682959,0.9221957,0.058787424
1,Never would have seentweets about climate change if the government hadn't censored them. #thankyoutrump,Positive,2024-07-07 03:00:00,Twitter,Unknown,2,1,Neutral,0.0011391315,0.63345104,0.36540982,0.63345104,0.3642707
1,"Once again, Trump skips facts on climate change -",Positive,2025-11-22 23:00:00,Twitter,Unknown,2,2,Positive,0.00021113898,0.00028118794,0.99950767,0.99950767,0.99929655
1,I keep returning to the thought that the most dangerous gov. policies are the irreversible ones: climate change and urban spatial planning.,Positive,2024-07-20 04:00:00,Twitter,Unknown,2,2,Positive,0.0008596331,0.00073479244,0.99840564,0.99840564,0.997546
1,The 'new era' of &lt;400 ppm global warming: Our actions will determine how long it lasts,Positive,2026-06-22 08:00:00,Twitter,Unknown,2,2,Positive,0.004945008,0.00071887264,0.99433607,0.99433607,0.9893911
1,“You may be surprised by the top 100 solutions to reverse global warming. ”,Positive,2024-11-27 04:00:00,Twitter,Unknown,2,2,Positive,0.00015498679,0.0004471555,0.9993979,0.9993979,0.9992429
0,Amazing opportunity for students interested in climate change,Neutral,2025-10-06 20:00:00,Twitter,Unknown,1,2,Positive,0.00017923093,0.0003876104,0.9994331,0.9994331,0.99925387
1,Fossil Fuel Corruption Is Now Exposed Science is being politicized to deny climate change,Positive,2024-09-09 18:00:00,Twitter,Unknown,2,2,Positive,0.0010182345,0.00042253677,0.9985592,0.9985592,0.99754095
1,Exxon Mobil sued over climate change cover-up Ã¢Å¾Â¡Ã¯Â¸ï† by via Back #JILL & support renewables,Positive,2024-01-10 01:00:00,Twitter,Unknown,2,2,Positive,0.00020635923,0.00037411044,0.99941957,0.99941957,0.9992132
0,"It's not global warming, it's just me, #thadinlycra , heating it up... @ Naperville, Illinois",Neutral,2025-09-11 20:00:00,Twitter,Unknown,1,1,Neutral,0.001748038,0.9976572,0.0005947266,0.9976572,-0.0011533115
1,"If anything will unite humanity against climate change, maybe it's ☕ #coffee",Positive,2025-04-12 16:00:00,Twitter,Unknown,2,2,Positive,0.00012476083,0.00061887706,0.9992563,0.9992563,0.99913156
1,Want to fight climate change. Think about growing more than just grass,Positive,2025-02-07 20:00:00,Twitter,Unknown,2,2,Positive,0.00016884982,0.00033296365,0.9994981,0.9994981,0.99932927
1,"Catastrophic environmental events disproportionately affect women - as climate change worsens, women will be more bâ€¦",Positive,2026-01-01 11:00:00,Twitter,Unknown,2,2,Positive,0.00018161221,0.00029785294,0.99952054,0.99952054,0.9993389
1,It is abnormally cold in the United States. That doesn't disprove global warming.,Positive,2025-06-04 18:00:00,Twitter,Unknown,2,2,Positive,0.119509935,0.09951755,0.7809725,0.7809725,0.66146255
0,Serious q: If GOP believes climate change isn't real why need 'clean' coal? If humans can't impact enviro why need coal to be 'clean'?,Neutral,2024-10-20 02:00:00,Twitter,Unknown,1,2,Positive,0.00042210886,0.00085256656,0.99872535,0.99872535,0.99830323
1,Debunking the claim â€˜they' changed global warming to climate change because it's cooling,Positive,2025-11-20 00:00:00,Twitter,Unknown,2,0,Negative,0.9942153,0.004760944,0.0010237242,0.9942153,-0.9931916
1,But of course Obama is a Kenyan Muslim and global warming is fake.,Positive,2024-08-29 20:00:00,Twitter,Unknown,2,2,Positive,0.09812188,0.015486855,0.8863912,0.8863912,0.78826934
1,Zinke's offshore drilling plan introduces the unprecedented risk of toxic oil spills & significantly accelerates climate changeâ€¦,Positive,2025-08-21 00:00:00,Twitter,Unknown,2,2,Positive,0.00020907908,0.0003549111,0.99943596,0.99943596,0.99922687
1,"Cyclones are VERY rare in NZ, so when 1 hits as now, the words of climate change deniers make me think of this song",Positive,2024-11-12 06:00:00,Twitter,Unknown,2,2,Positive,0.00012633191,0.0010660065,0.99880767,0.99880767,0.99868137
1,"In a world dominated by Trump, Brexit, ISIS, hatred, global warming, it's heartening when things like this happen.",Positive,2024-06-25 06:00:00,Twitter,Unknown,2,2,Positive,0.0003590558,0.0034860938,0.99615484,0.99615484,0.9957958
1,the story of the day is that trump has no public outreach to prepare us further for global climate change. the sunâ€¦,Positive,2025-06-09 19:00:00,Twitter,Unknown,2,2,Positive,0.0001602256,0.00046608725,0.99937373,0.99937373,0.9992135
1,And 30% of us would re-elect climate change denier Harper ? Incredible ! This dictator should be toast !!!,Positive,2026-02-16 01:00:00,Twitter,Unknown,2,2,Positive,0.00021615876,0.00031437387,0.99946946,0.99946946,0.9992533
0,looks like another victim of global warming and unemployment.,Neutral,2024-11-01 15:00:00,Twitter,Unknown,1,1,Neutral,0.0046031694,0.8853655,0.11003131,0.8853655,0.10542814
0,Looks like #socialmedia is no fan of #EPA head #ScottPruitt's position on climate change,Neutral,2024-08-31 00:00:00,Twitter,Unknown,1,2,Positive,0.00014454631,0.002477733,0.99737775,0.99737775,0.9972332
1,Definition of #covfefe ? = massive distraction from US pulling out of Paris climate change agreement,Positive,2024-12-29 13:00:00,Twitter,Unknown,2,1,Neutral,0.21510622,0.7639852,0.020908618,0.7639852,-0.1941976
1,It's 40 degrees on a winter morning in Utah but global warming is a conspiracy created by the Chinese,Positive,2024-06-19 05:00:00,Twitter,Unknown,2,2,Positive,0.00026085976,0.00038716625,0.9993519,0.9993519,0.999091
1,"On virtually every major issue Ã¢â‚¬â€ raising the minimum wage, climate change, pay equity for women Ã¢â‚¬â€ we are the majority",Positive,2024-03-13 21:00:00,Twitter,Unknown,2,2,Positive,0.00036857594,0.0021763651,0.99745506,0.99745506,0.99708647
1,Carl!' // Yes // 'Do we Catch-Up to climate-change and global warming with greener renewable energy?' // respect'lly not looking good : (,Positive,2024-02-02 11:00:00,Twitter,Unknown,2,2,Positive,0.00012100767,0.001578413,0.9983006,0.9983006,0.9981796
1,'My advice to any students that would like to be involved in climate change is to be fearless.' #ActOnClimate,Positive,2026-02-10 18:00:00,Twitter,Unknown,2,2,Positive,0.00017184981,0.00030076678,0.99952745,0.99952745,0.9993556
-1,"dont waste your time, climate change is a hoax",Negative,2024-05-06 01:00:00,Twitter,Unknown,0,2,Positive,0.016546777,0.0018995177,0.9815537,0.9815537,0.9650069
1,20 million climate change refugees? It may even be far more than that in the future: #qanda,Positive,2024-11-01 04:00:00,Twitter,Unknown,2,2,Positive,0.0022801268,0.013628496,0.98409134,0.98409134,0.9818112
1,Alaska’s plan to pay for climate change: drill for more oil - Vox wow humans are really addicted to shortcut sad ��,Positive,2025-05-09 18:00:00,Twitter,Unknown,2,2,Positive,0.0013436967,0.018411517,0.98024476,0.98024476,0.9789011
1,The places where water through climate change hits us hardest #powerofwater #SIDS #hlpwater ¢â‚¬Â¦,Positive,2024-02-27 17:00:00,Twitter,Unknown,2,2,Positive,0.00017696442,0.00029043606,0.9995326,0.9995326,0.9993556
1,Macron teams up with Schwarzenegger to troll Trump in climate change video,Positive,2025-02-02 10:00:00,Twitter,Unknown,2,1,Neutral,0.0035100863,0.9321529,0.064337015,0.9321529,0.060826927
1,Another 97%. Purdue study: Climate change consensus extends beyond climate scientists,Positive,2026-02-21 04:00:00,Twitter,Unknown,2,2,Positive,0.06653064,0.4257619,0.50770754,0.50770754,0.4411769
0,uhh climate change is not right KSKXKSKXKDKS,Neutral,2025-07-25 14:00:00,Twitter,Unknown,1,1,Neutral,0.004658595,0.96163106,0.03371039,0.96163106,0.029051796
1,5 ways cities can fight climate change — with or without the Paris deal,Positive,2025-02-06 14:00:00,Twitter,Unknown,2,2,Positive,0.00017889097,0.00034307584,0.99947804,0.99947804,0.99929917
1,Christians who deny climate change: Check Deut. 32:22 Hell is expanding #GlobalWarming #HellExpanding #science,Positive,2024-11-18 10:00:00,Twitter,Unknown,2,2,Positive,0.00031115007,0.0006400625,0.99904877,0.99904877,0.99873763
0,The most important thing about global warming is this. Whether humans are responsible for the bulk of climate change is going to be left to,Neutral,2024-10-16 01:00:00,Twitter,Unknown,1,2,Positive,0.0023935288,0.0074314177,0.9901751,0.9901751,0.9877816
1,"climate change is a direct threat to the $21.5 bil PA rec industry, thanks for leading the Republican #ClimateChange Resolution",Positive,2024-09-23 12:00:00,Twitter,Unknown,2,2,Positive,0.00025211138,0.0003081951,0.99943966,0.99943966,0.9991875
1,The evidence for climate change WITHOUT computer models or the IPCC,Positive,2026-04-23 19:00:00,Twitter,Unknown,2,0,Negative,0.89516276,0.046235878,0.058601353,0.89516276,-0.8365614
1,Still believe global warming isn't real?,Positive,2024-08-05 08:00:00,Twitter,Unknown,2,2,Positive,0.00021226953,0.00047107504,0.9993167,0.9993167,0.99910444
